geo_location,country,city,validation_zone,behavior_type,user_category,classification_confidence,unique_users,downloads_per_user,total_downloads,working_hours_ratio,night_activity_ratio,hourly_entropy,years_span,fraction_latest_year,spike_ratio,aspera_ratio,globus_ratio,unique_projects,user_entropy,user_gini_coefficient,is_bot,is_hub,is_organic,is_protected_hub,needs_review,manual_label,reviewer_notes,claude_evaluation,claude_notes
"-25.5026,-49.2908",Brazil,Ipiranga,hc_bot_large,bot,bot,0.999139413583398,43546,5.568364488127497,242480,0.3457604750907291,0.3368154074562851,3.175436605614656,5,0.9530311778290992,81.16287645973901,8.248102936324645e-06,0.0,22457,14.490277957808072,0.5262329635363769,True,False,False,False,,,,bot,blind_consensus_agreed
"-31.77,-52.341",Brazil,Pelotas,hc_bot_large,bot,bot,0.999139413583398,8766,7.215947980835044,63255,0.3320844202039364,0.353821832266224,3.173359136817164,2,0.9996522014070034,2874.227272714208,0.0,0.0,12607,12.479698803742403,0.4986093286279927,True,False,False,False,,,,bot,blind_consensus_agreed
"34.0663,-6.817",Morocco,Tabriquet,hc_bot_large,bot,bot,0.999139413583398,5133,1.8609000584453537,9552,0.3496649916247906,0.3053810720268006,3.1623672664520965,3,0.9981155778894472,1059.333333321563,0.0,0.0,3852,12.085102245420748,0.2868424367437552,True,False,False,False,,,,bot,blind_consensus_agreed
"-18.0,178.0",Fiji,,hc_bot_medium,bot,bot,0.9989889581725448,510,1.535294117647059,783,0.2337164750957854,0.4699872286079182,2.966195330132881,1,1.0,0.783,0.0,0.0,650,8.778770816084254,0.2633285753637342,True,False,False,False,,,,bot,blind_consensus_agreed
"43.88,125.3247",China,Changchun,hc_bot_medium,bot,bot,0.997823529219963,1637,9.916310323762982,16233,0.3296987617815561,0.3609930388714347,3.072054201331752,5,0.487895028645352,3.810898592565677,0.0,0.0,1780,6.838546218256699,0.6735588165332571,True,False,False,False,,,,bot,blind_consensus_auto_resolved
"10.4117,-71.432",Venezuela,Cabimas,hc_bot_medium,bot,bot,0.999139413583398,1439,4.728283530229326,6804,0.2194297472075249,0.4733980011757789,3.075539955903684,1,1.0,6.804,0.0,0.0,2997,9.176103152773385,0.6121447180438764,True,False,False,False,,,,bot,blind_consensus_agreed
"35.7825,10.8321",Tunisia,Monastir,hc_bot_medium,bot,bot,0.999139413583398,1049,1.868446139180172,1960,0.3545918367346938,0.2979591836734694,3.156850653079285,1,1.0,1.96,0.0,0.0,1007,9.862228260231667,0.248029221221377,True,False,False,False,,,,bot,blind_consensus_agreed
"13.8333,-88.9167",El Salvador,,hc_bot_medium,bot,bot,0.999139413583398,934,2.512847965738758,2347,0.3037920749893481,0.4145717937792927,3.1487990881164434,1,1.0,2.347,0.0,0.0,1371,9.407242839170172,0.41215356247759,True,False,False,False,,,,bot,blind_consensus_agreed
"-30.0378,-51.2176",Brazil,Independencia,hc_bot_medium,bot,bot,0.999139413583398,1146,5.684118673647469,6514,0.3256063862450107,0.3452563708934602,3.171788741659796,1,1.0,6.514,0.0,0.0,2788,9.508954157137758,0.4930269667533105,True,False,False,False,,,,bot,blind_consensus_agreed
"-15.7788,-43.3676",Brazil,Janauba,hc_bot_medium,bot,bot,0.999139413583398,626,5.961661341853035,3732,0.3445873526259378,0.3566452304394427,3.1661546436801764,1,1.0,3.732,0.0,0.0,1752,8.765286652184137,0.4575864040900048,True,False,False,False,,,,bot,blind_consensus_agreed
"33.4849,-86.8596",United States,Birmingham,hc_bot_medium,bot,bot,0.999139413583398,928,3.6702586206896552,3406,0.2962419260129184,0.3602466236054022,3.164317728900164,4,0.946858485026424,53.45303867394455,0.0,0.0,1294,9.43461186236896,0.380500561888756,True,False,False,False,,,,bot,blind_consensus_agreed
"49.2476,-123.1234",Canada,Vancouver,hc_bot_medium,bot,bot,0.9989192869002042,1244,14.12459807073955,17571,0.3563257640430254,0.3992942917306926,3.096150928039024,5,0.9854874509134368,271.6235294113386,0.0,0.0001138239144044,6755,9.402154939214348,0.5608077270700169,True,False,False,False,,,,bot,blind_consensus_agreed
"-8.8107,-39.828",Brazil,Santa Maria da Boa Vista,hc_bot_medium,bot,bot,0.999139413583398,746,5.423592493297587,4046,0.3260009886307464,0.3423133959466139,3.172033179136561,1,1.0,4.046,0.0,0.0,1870,9.009760604492154,0.4619549444127124,True,False,False,False,,,,bot,blind_consensus_agreed
"39.9486,-75.2339",United States,Philadelphia,hc_bot_medium,bot,bot,0.999139413583398,777,3.528957528957529,2742,0.2968636032093362,0.3931436907366885,3.14538277955336,5,0.8672501823486506,26.13186813183941,0.0,0.0,980,8.962746708004854,0.4240167019160454,True,False,False,False,,,,bot,blind_consensus_agreed
"39.9357,-75.1832",United States,Philadelphia,hc_bot_medium,bot,bot,0.999139413583398,500,2.994,1497,0.366065464261857,0.3186372745490982,3.1434182290910675,4,0.9071476285905145,29.30935251792236,0.0,0.0,572,8.437679794541612,0.3960040080160321,True,False,False,False,,,,bot,blind_consensus_agreed
"-16.4102,-43.495",Brazil,Francisco Sa,hc_bot_medium,bot,bot,0.999139413583398,549,6.843351548269581,3757,0.3305829118977907,0.3452222517966463,3.1649135550124767,1,1.0,3.757,0.0,0.0,1827,8.623048582684888,0.450624044588535,True,False,False,False,,,,bot,blind_consensus_agreed
"-33.9258,18.4259",South Africa,Cape Town,hc_bot_medium,bot,bot,0.999139413583398,1776,4.510135135135135,8010,0.3459425717852684,0.2930087390761548,3.1671605776557827,3,0.9877652933832708,161.4693877547725,0.0,0.0,3375,9.275787991786988,0.6304284621700351,True,False,False,False,,,,bot,blind_consensus_agreed
"-20.188,-48.1631",Brazil,Miguelopolis,hc_bot_medium,bot,bot,0.999139413583398,507,3.471400394477317,1760,0.3380681818181818,0.3517045454545454,3.155479062708898,1,1.0,1.76,0.0,0.0,954,8.456372598220423,0.4518692845615921,True,False,False,False,,,,bot,blind_consensus_agreed
"-23.1325,-46.5932",Brazil,Atibaia,hc_bot_medium,bot,bot,0.999139413583398,3490,7.1656160458452725,25008,0.3318138195777351,0.348448496481126,3.1717668036567,1,1.0,25.008,0.0,0.0,7253,11.023886121998997,0.5458871384652615,True,False,False,False,,,,bot,blind_consensus_agreed
"-18.973,-40.5295",Brazil,Sao Gabriel,hc_bot_medium,bot,bot,0.999139413583398,709,3.289139633286319,2332,0.338336192109777,0.3361921097770154,3.1662004316471632,1,1.0,2.332,0.0,0.0,1194,9.058697841404673,0.4025044333211562,True,False,False,False,,,,bot,blind_consensus_agreed
"-14.5791,-40.2767",Brazil,Pocoes,hc_bot_medium,bot,bot,0.999139413583398,713,7.904628330995792,5636,0.3321504613200852,0.3527324343506032,3.169147655097598,1,1.0,5.636,0.0,0.0,2455,8.80940594104635,0.5144189278102997,True,False,False,False,,,,bot,blind_consensus_agreed
"51.5064,-0.02",United Kingdom,Tower Hamlets,hc_bot_medium,bot,bot,0.9992023767545052,1397,32.51968503937008,45430,0.3269645608628659,0.2529165749504732,3.062411137191704,5,0.9516398855381908,78.71279016839713,0.0,0.0,3743,3.376865403546136,0.92412617774228,True,False,False,False,,,,bot,blind_consensus_auto_resolved
"-17.3471,-48.3904",Brazil,Pires do Rio,hc_bot_medium,bot,bot,0.999139413583398,630,4.433333333333334,2793,0.338703902613677,0.3626924453992123,3.163528239192223,1,1.0,2.793,0.0,0.0,1405,8.801339866410403,0.4419228342966259,True,False,False,False,,,,bot,blind_consensus_agreed
"15.1112,108.7945",Vietnam,Quảng Ngãi,hc_bot_medium,bot,bot,0.999139413583398,3378,4.238306690349319,14317,0.3656492281902633,0.3168959977648948,3.166675685279409,1,1.0,14.317,0.0,0.0,5189,11.125505122826764,0.489813002242673,True,False,False,False,,,,bot,blind_consensus_agreed
"11.5488,107.8081",Vietnam,Bao Loc,hc_bot_medium,bot,bot,0.999096818760967,821,3.9208282582216807,3219,0.3364398881640261,0.333022677850264,3.1657736752837247,1,1.0,3.219,0.0,0.0,1668,9.123801141426366,0.4754360812154083,True,False,False,False,,,,bot,blind_consensus_agreed
"-22.0022,-47.3677",Brazil,Pirassununga,hc_bot_medium,bot,bot,0.999139413583398,1282,4.318252730109204,5536,0.3309248554913295,0.3605491329479768,3.167624165721843,1,1.0,5.536,0.0,0.0,2424,9.58858435437234,0.5096049795749056,True,False,False,False,,,,bot,blind_consensus_agreed
"-26.7157,-53.5195",Brazil,São Miguel do Oeste,hc_bot_medium,bot,bot,0.9991088786065224,667,3.814092953523238,2544,0.3313679245283019,0.3698899371069182,3.164505513752437,1,1.0,2.544,0.0,0.0,1275,8.98648559332483,0.402105550998086,True,False,False,False,,,,bot,blind_consensus_agreed
"1.2146,-77.2785",Colombia,Pasto,hc_bot_medium,bot,bot,0.999139413583398,1177,4.683942225998301,5513,0.3201523671322329,0.3997823326682387,3.156911364869232,1,1.0,5.513,0.0,0.0,2515,9.495085230942044,0.5109994897362393,True,False,False,False,,,,bot,blind_consensus_agreed
"-4.0457,-40.9469",Brazil,Sao Benedito,hc_bot_medium,bot,bot,0.9991088786065224,629,6.645468998410175,4180,0.3466507177033492,0.3456937799043062,3.166619687514342,1,1.0,4.18,0.0,0.0,1986,8.823429378914234,0.4468367044218437,True,False,False,False,,,,bot,blind_consensus_agreed
"-29.466,-50.7768",Brazil,Tres Coroas,hc_bot_medium,bot,bot,0.999139413583398,501,5.199600798403194,2605,0.3493282149712092,0.3378119001919386,3.163604251996643,1,1.0,2.605,0.0,0.0,1324,8.414963362632623,0.4779845299803464,True,False,False,False,,,,bot,blind_consensus_agreed
"-31.8414,-52.5503",Brazil,Capao do Leao,hc_bot_medium,bot,bot,0.9991088786065224,508,5.442913385826771,2765,0.32875226039783,0.3602169981916817,3.1653525471183044,1,1.0,2.765,0.0,0.0,1390,8.540270829161987,0.4301198900770315,True,False,False,False,,,,bot,blind_consensus_agreed
"16.7553,-93.1233",Mexico,Tuxtla Gutiérrez,hc_bot_medium,bot,bot,0.999139413583398,634,2.0993690851735014,1331,0.2464312546957175,0.4199849737039819,3.139611104104961,1,1.0,1.331,0.0,0.0,791,8.964502121636926,0.3461914027782058,True,False,False,False,,,,bot,blind_consensus_agreed
"-32.896,17.9837",South Africa,Vredenburg,hc_bot_medium,bot,bot,0.999139413583398,511,4.610567514677104,2356,0.3459252971137521,0.2975382003395586,3.153080230757965,2,0.9617996604414262,25.177777777749803,0.0,0.0,1223,8.300859952184712,0.4900458171500337,True,False,False,False,,,,bot,blind_consensus_agreed
"-21.0813,-45.6243",Brazil,Boa Esperanca,hc_bot_medium,bot,bot,0.999139413583398,1080,7.167592592592593,7741,0.3495672393747578,0.3540886190414675,3.167303282071008,1,1.0,7.741,0.0,0.0,3259,9.440791641321384,0.4821861229528197,True,False,False,False,,,,bot,blind_consensus_agreed
"-25.6759,-53.5494",Brazil,Realeza,hc_bot_medium,bot,bot,0.999139413583398,777,3.1415701415701416,2441,0.3527242933224088,0.3490372798033593,3.168577703941998,1,1.0,2.441,0.0,0.0,1231,9.197413735241197,0.383779460387408,True,False,False,False,,,,bot,blind_consensus_agreed
"-27.5833,-48.5667",Brazil,,hc_bot_medium,bot,bot,0.9991088786065224,510,3.4745098039215687,1772,0.3465011286681715,0.3577878103837472,3.165852869636904,1,1.0,1.772,0.0,0.0,942,8.218713750281719,0.4619439649448944,True,False,False,False,,,,bot,blind_consensus_agreed
"10.7185,-61.5721",Trinidad and Tobago,Diego Martin,hc_bot_medium,bot,bot,0.999139413583398,704,4.417613636363637,3110,0.3147909967845659,0.3704180064308681,3.1659467262981904,1,1.0,3.11,0.0,0.0,1377,9.167244887947511,0.3520187810581701,True,False,False,False,,,,bot,blind_consensus_agreed
"33.7344,-84.0986",United States,Lithonia,hc_bot_medium,bot,bot,0.999096818760967,549,3.400728597449909,1867,0.3074450990894483,0.3792179967862881,3.160911013435136,2,0.9962506695232994,265.7142857104898,0.0,0.0,761,8.72952688037103,0.3798150798598612,True,False,False,False,,,,bot,blind_consensus_agreed
"-6.5952,-37.8499",Brazil,Lagoa,hc_bot_medium,bot,bot,0.999139413583398,588,4.215986394557823,2479,0.3134328358208955,0.3638563937071399,3.1647525242127497,1,1.0,2.479,0.0,0.0,1279,8.727529687544433,0.4358728969603169,True,False,False,False,,,,bot,blind_consensus_agreed
"-34.7636,-58.2554",Argentina,Quilmes,hc_bot_medium,bot,bot,0.9990731147340604,784,2.2410714285714284,1757,0.3392145702902675,0.3284006829823563,3.164542304876117,1,1.0,1.757,0.0,0.0,965,9.224627905245454,0.3600808137711544,True,False,False,False,,,,bot,blind_consensus_agreed
"-15.8956,-55.0224",Brazil,Jaciara,hc_bot_small,bot,bot,0.999139413583398,459,7.152505446623094,3283,0.3374961925068535,0.3524215656411818,3.1647118714837137,1,1.0,3.283,0.0,0.0,1620,7.875056155958747,0.5753545199174197,True,False,False,False,,,,bot,blind_consensus_agreed
"-9.5139,-35.9106",Brazil,Rio Largo,hc_bot_small,bot,bot,0.999139413583398,481,5.93970893970894,2857,0.3300665033251662,0.3661183059152957,3.16373771001186,1,1.0,2.857,0.0,0.0,1422,8.429878179101253,0.4480515086045362,True,False,False,False,,,,bot,blind_consensus_agreed
"39.7536,-86.1935",United States,Indianapolis,hc_bot_small,bot,bot,0.9976824073038412,187,2.7593582887700534,516,0.3352713178294573,0.3449612403100775,3.1247414666552604,2,0.9457364341085271,17.428571428509184,0.0,0.0,250,7.199064917179577,0.3681134187290138,True,False,False,False,,,,bot,blind_consensus_agreed
"-29.007,-49.4785",Brazil,Balneario Arroio do Silva,hc_bot_small,bot,bot,0.9991131035011928,302,3.80794701986755,1150,0.308695652173913,0.3373913043478261,3.158837097367188,1,1.0,1.15,0.0,0.0,655,7.834530411121052,0.406674344946732,True,False,False,False,,,,bot,blind_consensus_agreed
"-15.5763,-56.0798",Brazil,,hc_bot_small,bot,bot,0.9990820884041284,340,4.741176470588235,1612,0.3287841191066997,0.3827543424317617,3.1589353739902624,1,1.0,1.612,0.0,0.0,861,7.957470856344893,0.4310575098525762,True,False,False,False,,,,bot,blind_consensus_agreed
"-26.9222,-65.3378",Argentina,San Isidro de Lules,hc_bot_small,bot,bot,0.998334700929975,172,6.215116279069767,1069,0.372310570626754,0.3077642656688494,3.150513484621553,1,1.0,1.069,0.0,0.0,624,6.702143246355615,0.5311908543085258,True,False,False,False,,,,bot,blind_consensus_agreed
"-25.3766,-57.3222",Paraguay,Itauguá,hc_bot_small,bot,bot,0.9988858679757378,182,3.818681318681319,695,0.3366906474820144,0.3553956834532374,3.142252870472399,1,1.0,0.695,0.0,0.0,431,7.010683196544781,0.4509368329512215,True,False,False,False,,,,bot,blind_consensus_agreed
"43.8096,4.661",France,Tarascon,hc_bot_small,bot,bot,0.9970891920624352,2,2.5,5,0.0,0.8,0.5004024753773522,1,1.0,0.005,0.0,0.0,2,0.7219280838585587,0.3,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"-16.534,-49.0896",Brazil,Goianapolis,hc_bot_small,bot,bot,0.9934134393410422,84,6.178571428571429,519,0.4084778420038535,0.3179190751445087,3.137084889567042,1,1.0,0.519,0.0,0.0,305,5.829119472140427,0.48121387283237,True,False,False,False,,,,bot,blind_consensus_agreed
"53.6478,-1.781",United Kingdom,Huddersfield,hc_bot_small,bot,bot,0.9990301165933676,366,2.262295081967213,828,0.323671497584541,0.3007246376811594,3.1292143100207177,2,0.9867149758454108,74.27272727205207,0.0,0.0,426,8.237786018165435,0.3235263060637259,True,False,False,False,,,,bot,blind_consensus_agreed
"42.7348,-84.6245",United States,Lansing,hc_bot_small,bot,bot,0.9952034326601872,148,3.4324324324324325,508,0.2539370078740157,0.3917322834645669,3.0677596617864245,3,0.8070866141732284,8.367346938758434,0.0,0.0,205,6.261989419410295,0.4784528623111299,True,False,False,False,,,,bot,blind_consensus_agreed
"-40.122,-71.3312",Argentina,San Martín de los Andes,hc_bot_small,bot,bot,0.9901731086112197,180,2.2777777777777777,410,0.2341463414634146,0.4195121951219512,3.075356793363086,1,1.0,0.41,0.0,0.0,260,7.123538647273863,0.3536585365853659,True,False,False,False,,,,bot,blind_consensus_agreed
"-20.4093,-49.7491",Brazil,Cosmorama,hc_bot_small,bot,bot,0.9991317153450072,217,8.728110599078342,1894,0.324181626187962,0.3468848996832101,3.160638678800747,1,1.0,1.894,0.0,0.0,1007,7.4416426035837375,0.3687706509520727,True,False,False,False,,,,bot,blind_consensus_agreed
"34.2497,-84.4894",United States,Canton,hc_bot_small,bot,bot,0.9975674948174822,185,3.091891891891892,572,0.3094405594405594,0.2762237762237762,2.9857527724718302,2,0.8671328671328671,6.526315789465097,0.0,0.0,243,6.763722542552545,0.4555282555282556,True,False,False,False,,,,bot,blind_consensus_agreed
"49.8835,8.0846",Germany,Partenheim,hc_bot_small,bot,bot,0.9979323846710738,2,2.5,5,0.0,0.8,1.0549202162528246,1,1.0,0.005,0.0,0.0,3,0.7219280838585587,0.3,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"9.8594,-84.0841",Costa Rica,Aserri,hc_bot_small,bot,bot,0.9968360013673396,2,1.5,3,0.0,1.0,0.6365142197744584,1,1.0,0.003,0.0,0.0,2,0.9182958181376356,0.1666666666666667,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"41.3949,2.1756",Spain,Barcelona,hc_bot_small,bot,bot,0.9958949533146214,228,2.258771929824561,515,0.4019417475728155,0.2601941747572815,3.053707300192257,4,0.8233009708737864,13.978021977975898,0.0,0.0,243,7.22564286540746,0.3682933060807358,True,False,False,False,,,,bot,blind_consensus_auto_resolved
"-20.689,-47.8953",Brazil,Orlandia,hc_bot_small,bot,bot,0.9988829489590076,321,2.305295950155763,740,0.3391891891891891,0.3837837837837838,3.1284040988592863,1,1.0,0.74,0.0,0.0,416,7.922120374718249,0.358305969520923,True,False,False,False,,,,bot,blind_consensus_agreed
"-20.6614,-50.056",Brazil,Nhandeara,hc_bot_small,bot,bot,0.9991393822399736,204,6.137254901960785,1252,0.3706070287539936,0.3226837060702875,3.158670796258156,1,1.0,1.252,0.0,0.0,673,7.220998099381592,0.4352643613355886,True,False,False,False,,,,bot,blind_consensus_agreed
"32.6387,-117.0801",United States,Chula Vista,hc_bot_small,bot,bot,0.9988566463731532,228,4.592105263157895,1047,0.2091690544412607,0.2225405921680993,2.941730754764826,3,0.6580706781279847,3.849162011171034,0.0,0.0,324,5.829847795154633,0.5974672832989829,True,False,False,False,,,,bot,blind_consensus_agreed
"19.5701,-70.8812",Dominican Republic,Mejia de Navarrete,hc_bot_small,bot,bot,0.9983773085516316,167,5.9880239520958085,1000,0.293,0.401,3.15651477801028,1,1.0,1.0,0.0,0.0,587,6.91764298349136,0.4418203592814371,True,False,False,False,,,,bot,blind_consensus_agreed
"42.2839,-82.9786",Canada,Windsor,hc_bot_small,bot,bot,0.998995260321516,459,2.450980392156863,1125,0.3155555555555555,0.3697777777777777,3.1433466421643423,1,1.0,1.125,0.0,0.0,550,8.614931073782191,0.2949523117889132,True,False,False,False,,,,bot,blind_consensus_agreed
"47.0796,0.3366",France,Lemere,hc_bot_small,bot,bot,0.9966819279020338,2,1.5,3,0.0,1.0,0.6365142197744584,1,1.0,0.003,0.0,0.0,2,0.9182958181376356,0.1666666666666667,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"31.1093,-97.6713",United States,Killeen,hc_bot_small,bot,bot,0.9989952610044156,303,3.099009900990099,939,0.3013844515441959,0.3791267305644302,3.1506221208006555,1,1.0,0.939,0.0,0.0,426,7.896251465270884,0.3647585205804926,True,False,False,False,,,,bot,blind_consensus_agreed
"26.2658,50.6113",Bahrain,Al Muharraq,hc_bot_small,bot,bot,0.9989022542092346,205,2.6878048780487807,551,0.3938294010889292,0.2885662431941924,3.148849303956021,1,1.0,0.551,0.0,0.0,328,7.184616811646498,0.4157053693948918,True,False,False,False,,,,bot,blind_consensus_agreed
"-30.9223,-50.8542",Brazil,Mostardas,hc_bot_small,bot,bot,0.9990624215218096,227,5.982378854625551,1358,0.3181148748159057,0.3858615611192931,3.157774618465792,1,1.0,1.358,0.0,0.0,767,7.479323313622235,0.385121940142604,True,False,False,False,,,,bot,blind_consensus_agreed
"34.9071,-81.0073",United States,Rock Hill,hc_bot_small,bot,bot,0.9990798644608222,415,2.985542168674699,1239,0.3163841807909605,0.3801452784503632,3.1560639767000063,1,1.0,1.239,0.0,0.0,569,8.29664153278267,0.3894434882386688,True,False,False,False,,,,bot,blind_consensus_agreed
"-0.7169,8.7874",Gabon,Port-Gentil,hc_bot_small,bot,bot,0.9979178510488314,301,1.5548172757475085,468,0.3867521367521367,0.22008547008547,3.0835679189738965,1,1.0,0.468,0.0,0.0,310,8.058073880526212,0.248260783144504,True,False,False,False,,,,bot,blind_consensus_agreed
"30.1294,-95.4238",United States,Spring,hc_bot_small,bot,bot,0.9989896632591592,247,2.834008097165992,700,0.3085714285714285,0.3514285714285714,3.131272947743259,2,0.99,98.99999999858572,0.0,0.0,334,7.586546676889684,0.3737304800462695,True,False,False,False,,,,bot,blind_consensus_agreed
"-34.3396,-59.0112",Argentina,Los Cardales,hc_bot_small,bot,bot,0.9989556117844758,200,4.345,869,0.3475258918296893,0.3532796317606444,3.1416605316648223,1,1.0,0.869,0.0,0.0,527,6.937700651230275,0.5104890678941314,True,False,False,False,,,,bot,blind_consensus_agreed
"35.6353,-78.4503",United States,Clayton,hc_bot_small,bot,bot,0.9989359375162142,205,2.765853658536585,567,0.3315696649029982,0.3492063492063492,3.153901389825785,1,1.0,0.567,0.0,0.0,275,7.37076404395025,0.3479674796747967,True,False,False,False,,,,bot,blind_consensus_agreed
"-34.3495,-57.3141",Uruguay,La Paz,hc_bot_small,bot,bot,0.998902092878298,319,1.6865203761755485,538,0.2490706319702602,0.4033457249070632,3.121198081970769,1,1.0,0.538,0.0,0.0,319,8.181671567549182,0.2238407663353183,True,False,False,False,,,,bot,blind_consensus_agreed
"35.2025,-97.4835",United States,Norman,hc_bot_small,bot,bot,0.9991710554543504,101,50.34653465346535,5085,0.0383480825958702,0.8379547689282203,2.1834670343242,5,0.0497541789577187,0.2094370860926979,0.0,0.0,153,1.3408855244940767,0.9464178276234704,True,False,False,False,,,,hub,blind_consensus_auto_resolved
"35.3266,139.6123",Japan,Mutsuura-minami,hc_bot_small,bot,bot,0.996299473585216,1,3.0,3,0.0,1.0,5.52594572049382e-08,1,1.0,0.003,0.0,0.0,1,-1.4426951601859516e-10,0.5,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"51.8312,16.5364",Poland,Strzyzewice,hc_bot_small,bot,bot,0.9962994736017048,1,3.0,3,0.0,1.0,5.52594572049382e-08,1,1.0,0.003,0.0,0.0,1,-1.4426951601859516e-10,0.5,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"-5.8878,-35.7561",Brazil,Sao Paulo do Potengi,hc_bot_small,bot,bot,0.9991088789082686,295,4.684745762711865,1382,0.3545586107091172,0.3314037626628075,3.1585759200913675,1,1.0,1.382,0.0,0.0,731,7.80243257752376,0.4002501900954156,True,False,False,False,,,,bot,blind_consensus_agreed
"-22.3801,-59.8501",Paraguay,Loma Plata,hc_bot_small,bot,bot,0.9989516456432668,251,3.402390438247012,854,0.3454332552693208,0.3524590163934426,3.152504333983412,1,1.0,0.854,0.0,0.0,493,7.43708418791881,0.4527277307631301,True,False,False,False,,,,bot,blind_consensus_agreed
"38.0545,-97.133",United States,Elbing,hc_bot_small,bot,bot,0.9962994736017048,1,3.0,3,0.0,1.0,5.52594572049382e-08,1,1.0,0.003,0.0,0.0,1,-1.4426951601859516e-10,0.5,True,False,False,False,,,,organic,blind_consensus_auto_resolved
"35.1962,126.9248",South Korea,Buk-gu,hc_hub,hub,download_hub,0.9968988804311876,52,284.21153846153845,14779,0.3555720955409703,0.3225522701129982,2.9909435742680506,5,0.2112456864469855,1.0712876383288643,0.0,0.0,145,2.186236827420771,0.9280593045225294,False,True,False,True,,,,hub,blind_consensus_agreed
"51.8572,4.6766",Netherlands,Alblasserdam,hc_hub,hub,normal,0.9980684636221656,1,56.0,56,1.0,0.0,5.52594572049382e-08,1,0.0,0.0,0.0,0.0,1,-1.4426951601859516e-10,0.5,False,True,False,True,,,,organic,blind_consensus_auto_resolved
"52.1977,5.9587",Netherlands,Apeldoorn,hc_hub,hub,normal,0.9941951979817882,4,111.0,444,0.9932432432432432,0.0022522522522522,0.9968694695128508,1,1.0,0.444,0.0,0.0,4,0.0876629903321854,0.742117117117117,False,True,False,True,,,,organic,blind_consensus_agreed
"34.1004,-118.2946",United States,Los Angeles,hc_hub,hub,normal,0.9987853890728862,1,8.0,8,0.75,0.0,0.5623351962934736,1,1.0,0.008,0.75,0.0,2,-1.4426951601859516e-10,0.5,False,True,False,True,,,,organic,blind_consensus_auto_resolved
"52.3925,13.0614",Germany,Potsdam,hc_hub,hub,download_hub,0.9980303466270284,9,773.3333333333334,6960,0.5112068965517241,0.0698275862068965,2.5933168188644933,3,0.0031609195402298,0.0063418852695299,0.0,0.0,23,0.0632267872598138,0.8860791826309067,False,True,False,True,,,,hub,blind_consensus_agreed
"48.5282,7.7061",France,Illkirch-Graffenstaden,hc_hub,hub,download_hub,0.9973837623738752,19,1733.157894736842,32930,0.8356817491648952,0.0056787124202854,2.316229547518393,5,0.0342848466443972,0.1420081129524211,0.0,0.0,134,1.089637675781363,0.9048763725286492,False,True,False,True,,,,hub,blind_consensus_agreed
"50.7262,4.9262",Belgium,Pietrain,hc_hub,hub,normal,0.9957892796850342,1,175.0,175,1.0,0.0,0.6268695090773211,1,0.0,0.0,0.0,0.0,2,-1.4426951601859516e-10,0.5,False,True,False,True,,,,organic,blind_consensus_agreed
"48.1417,11.5644",Germany,Munich,hc_hub,hub,download_hub,0.9974545581293248,25,657.56,16439,0.6738244418760265,0.127927489506661,2.8457026225170106,5,0.0059006022264127,0.0237425039774807,0.0,0.0,205,0.0604425054046331,0.9574305006387248,False,True,False,True,,,,hub,blind_consensus_agreed
"1.3154,103.6498",Singapore,Singapore,hc_hub,hub,download_hub,0.9971982574753476,27,191.5185185185185,5171,0.4047573003287565,0.1525817056662154,2.980565527213362,5,0.0087023786501643,0.0351150994927791,0.0003867723844517,0.0,47,1.9152720728856472,0.8810531668779591,False,True,False,True,,,,hub,blind_consensus_agreed
"31.8078,121.6543",China,Huilong,hc_hub,hub,download_hub,0.995671980985934,176,613.0738636363636,107901,0.4867980834283278,0.2483572904792356,3.0304239025594746,5,0.9562469300562552,87.42215632280555,0.0,0.0,610,1.1724310977657495,0.9786574667350796,False,True,False,True,,,,hub,blind_consensus_auto_resolved
"42.1719,-77.1185",United States,Painted Post,hc_hub,hub,download_hub,0.998121821325886,12,215.91666666666663,2591,0.1844847549208799,0.0490158240061752,2.037538847774091,4,0.4361250482439213,2.3203285420939794,0.0,0.4260903126206098,29,0.691009273347511,0.8848256786311592,False,True,False,True,,,,hub,blind_consensus_agreed
"37.8657,-122.2571",United States,Berkeley,hc_hub,hub,download_hub,0.9981984227571736,21,185.7619047619048,3901,0.0466547039220712,0.6080492181491925,2.7004393740223493,3,0.9530889515508844,40.63387978137636,0.0,0.0,29,0.4842802999758574,0.9313607011633158,False,True,False,True,,,,bot,blind_consensus_agreed
"58.353,14.045",Sweden,Vaersas,hc_hub,hub,download_hub,0.953869772412034,2,244.0,488,0.9692622950819672,0.0,0.1519653868048759,2,0.0020491803278688,0.0020533880903486,0.0,0.0,3,0.0212540406965134,0.4979508196721312,False,True,False,True,,,,organic,blind_consensus_agreed
"50.3312,15.2733",Czechia,Kopidlno,hc_hub,hub,normal,0.9672104459503564,1,143.0,143,0.5104895104895105,0.0,1.439355285292708,3,0.3356643356643357,1.0105263157873463,0.0,0.0,11,-1.4426951601859516e-10,0.5,False,True,False,True,,,,organic,blind_consensus_agreed
